采样率,100,-140°,1449.23750000,零点角度,13.48,+140°,1799.46875000
时间(s),角度(°),角速度(°/s)
9.360000,1551.500000,159.380000
9.370000,1555.000000,165.620000
9.380000,1558.500000,187.500000
9.390000,1561.000000,206.250000
9.400000,1564.000000,218.750000
9.410000,1568.000000,240.620000
9.420000,1570.500000,243.750000
9.430000,1575.000000,271.880000
9.440000,1576.500000,268.750000
9.450000,1581.000000,284.380000
9.460000,1584.000000,296.880000
9.470000,1588.000000,309.380000
9.480000,1591.500000,309.380000
9.490000,1595.500000,321.880000
9.500000,1600.500000,340.620000
9.510000,1603.500000,346.880000
9.520000,1606.500000,343.750000
9.530000,1612.000000,356.250000
9.540000,1613.500000,343.750000
9.550000,1620.000000,368.750000
9.560000,1623.000000,368.750000
9.570000,1629.000000,381.250000
9.580000,1631.000000,378.120000
9.590000,1636.000000,381.250000
9.600000,1640.500000,400.000000
9.610000,1644.000000,393.750000
9.620000,1649.000000,406.250000
9.630000,1652.500000,403.120000
9.640000,1655.500000,400.000000
9.650000,1660.000000,403.120000
9.660000,1664.500000,400.000000
9.670000,1669.000000,409.380000
9.680000,1672.000000,409.380000
9.690000,1676.000000,400.000000
9.700000,1680.000000,415.620000
9.710000,1684.500000,403.120000
9.720000,1687.500000,403.120000
9.730000,1691.500000,390.620000
9.740000,1694.000000,393.750000
9.750000,1697.500000,384.380000
9.760000,1701.500000,381.250000
9.770000,1705.000000,381.250000
9.780000,1708.500000,371.880000
9.790000,1711.000000,365.620000
9.800000,1714.500000,368.750000
9.810000,1717.000000,356.250000
9.820000,1722.000000,359.380000
9.830000,1722.000000,331.250000
9.840000,1725.000000,331.250000
9.850000,1728.500000,328.120000
9.860000,1729.000000,306.250000
9.870000,1732.500000,300.000000
9.880000,1733.000000,284.380000
9.890000,1735.000000,271.880000
9.900000,1736.500000,265.620000
9.910000,1738.000000,253.120000
9.920000,1741.000000,246.880000
9.930000,1741.500000,228.120000
9.940000,1743.000000,215.620000
9.950000,1741.500000,190.620000
9.960000,1743.500000,181.250000
9.970000,1744.000000,168.750000
9.980000,1744.500000,140.620000
9.990000,1744.000000,137.500000
10.000000,1743.500000,115.620000
10.010000,1745.000000,103.120000
10.020000,1744.000000,93.750000
10.030000,1745.000000,78.120000
10.040000,1745.500000,78.120000
10.050000,1745.500000,65.620000
10.060000,1744.500000,50.000000
10.070000,1742.000000,25.000000
10.080000,1743.500000,15.620000
10.090000,1740.500000,-6.250000
10.100000,1739.500000,-21.880000
10.110000,1738.500000,-18.750000
10.120000,1736.000000,-46.880000
10.130000,1735.000000,-56.250000
10.140000,1732.500000,-75.000000
10.150000,1730.000000,-87.500000
10.160000,1727.500000,-100.000000
10.170000,1725.500000,-121.880000
10.180000,1722.500000,-134.380000
10.190000,1720.500000,-153.120000
10.200000,1717.500000,-175.000000
10.210000,1714.500000,-193.750000
10.220000,1712.000000,-203.120000
10.230000,1709.500000,-203.120000
10.240000,1705.000000,-240.620000
10.250000,1704.000000,-228.120000
10.260000,1697.000000,-265.620000
10.270000,1696.000000,-265.620000
10.280000,1690.000000,-287.500000
10.290000,1688.500000,-290.620000
10.300000,1685.000000,-296.880000
10.310000,1684.000000,-287.500000
10.320000,1678.000000,-309.380000
10.330000,1674.500000,-318.750000
10.340000,1670.000000,-328.120000
10.350000,1665.500000,-343.750000
10.360000,1663.000000,-340.620000
10.370000,1659.000000,-346.880000
10.380000,1653.500000,-365.620000
10.390000,1650.000000,-371.880000
10.400000,1645.000000,-375.000000
10.410000,1640.500000,-396.880000
10.420000,1637.500000,-371.880000
10.430000,1633.000000,-393.750000
10.440000,1628.000000,-387.500000
10.450000,1623.500000,-406.250000
10.460000,1621.000000,-400.000000
10.470000,1617.500000,-415.620000
10.480000,1613.000000,-406.250000
10.490000,1610.000000,-403.120000
10.500000,1605.000000,-406.250000
10.510000,1601.500000,-400.000000
10.520000,1597.500000,-409.380000
10.530000,1594.500000,-403.120000
10.540000,1591.000000,-390.620000
10.550000,1586.500000,-396.880000
10.560000,1584.000000,-381.250000
10.570000,1581.000000,-371.880000
10.580000,1575.500000,-387.500000
10.590000,1573.000000,-375.000000
10.600000,1571.500000,-353.120000
10.610000,1567.000000,-353.120000
10.620000,1564.500000,-353.120000
10.630000,1562.000000,-346.880000
10.640000,1559.500000,-334.380000
10.650000,1556.500000,-334.380000
10.660000,1555.000000,-312.500000
10.670000,1553.000000,-303.120000
10.680000,1548.500000,-306.250000
10.690000,1547.000000,-296.880000
10.700000,1544.500000,-290.620000
10.710000,1543.500000,-268.750000
10.720000,1541.000000,-268.750000
10.730000,1542.500000,-240.620000
10.740000,1538.500000,-231.250000
10.750000,1538.500000,-215.620000
10.760000,1536.000000,-221.880000
10.770000,1534.500000,-203.120000
10.780000,1535.500000,-181.250000
10.790000,1534.000000,-175.000000
10.800000,1532.500000,-168.750000
10.810000,1533.500000,-143.750000
10.820000,1533.000000,-137.500000
10.830000,1533.500000,-121.880000
10.840000,1535.000000,-84.380000
10.850000,1534.500000,-78.120000
10.860000,1532.500000,-75.000000
10.870000,1535.000000,-53.120000
